"date","pos","id","artists","name","popularity"
"2023-12-13 12:47:21",32,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",87
"2023-12-13 12:47:21",33,"4I4G0LD277PWvfblYtSf91","Nicki Minaj,Drake","Needle (feat. Drake)",81
"2023-12-13 12:47:21",34,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-13 12:47:21",35,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-13 12:47:21",36,"1foCxQtxBweJtZmdxhEHVO","Eartha Kitt,Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)",78
"2023-12-13 12:47:21",37,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",94
"2023-12-13 12:47:21",38,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-13 12:47:21",39,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-13 12:47:21",40,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",92
"2023-12-13 12:47:21",41,"3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White",91
"2023-12-13 12:47:21",42,"5ZJGv7aGdIr9IGpxzSG18T","Nicki Minaj,Lil Uzi Vert","Everybody (feat. Lil Uzi Vert)",78
"2023-12-13 12:47:21",43,"1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU",77
"2023-12-13 12:47:21",44,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",93
"2023-12-13 12:47:21",45,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",83
"2023-12-13 12:47:21",46,"51hyZpbJlIgZIaX3TtMxmu","Tate McRae","run for the hills",80
"2023-12-13 12:47:21",47,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",88
"2023-12-13 12:47:21",48,"4kKdvXD0ez7jp1296JmAts","Frank Sinatra,B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",89
"2023-12-13 12:47:21",49,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",91
"2023-12-13 12:47:21",50,"68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz",91
"2023-12-14 10:36:31",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",97
"2023-12-14 10:36:31",2,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",99
"2023-12-14 10:36:31",3,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",93
"2023-12-14 10:36:31",4,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",97
"2023-12-14 10:36:31",5,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",88
"2023-12-14 10:36:31",6,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",79
"2023-12-14 10:36:31",7,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-14 10:36:31",8,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-14 10:36:31",9,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",93
"2023-12-14 10:36:31",10,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",94
"2023-12-14 10:36:31",11,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-14 10:36:31",12,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",95
"2023-12-14 10:36:31",13,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",90
"2023-12-14 10:36:31",14,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",86
"2023-12-14 10:36:31",15,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",85
"2023-12-14 10:36:31",16,"4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Merry Christmas To You)",90
"2023-12-14 10:36:31",17,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",82
"2023-12-14 10:36:31",18,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",85
"2023-12-14 10:36:31",19,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",82
"2023-12-14 10:36:31",20,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",87
"2023-12-14 10:36:31",21,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-14 10:36:31",22,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",91
"2023-12-14 10:36:31",23,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",89
"2023-12-14 10:36:31",24,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-14 10:36:31",25,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",93
"2023-12-14 10:36:31",26,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-14 10:36:31",27,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",89
"2023-12-14 10:36:31",28,"4E63weMCaNZuGPEFMnuEi8","Tate McRae","exes",76
"2023-12-14 10:36:31",29,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",91
"2023-12-14 10:36:31",30,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-14 10:36:31",31,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-14 10:36:31",32,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",87
"2023-12-14 10:36:31",33,"1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU",79
"2023-12-14 10:36:31",34,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-14 10:36:31",35,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-14 10:36:31",36,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-14 10:36:31",37,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",94
"2023-12-14 10:36:31",38,"1foCxQtxBweJtZmdxhEHVO","Eartha Kitt,Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)",78
"2023-12-14 10:36:31",39,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-14 10:36:31",40,"4I4G0LD277PWvfblYtSf91","Nicki Minaj,Drake","Needle (feat. Drake)",82
"2023-12-14 10:36:31",41,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",93
"2023-12-14 10:36:31",42,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",92
"2023-12-14 10:36:31",43,"4kKdvXD0ez7jp1296JmAts","Frank Sinatra,B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",89
"2023-12-14 10:36:31",44,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",83
"2023-12-14 10:36:31",45,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",92
"2023-12-14 10:36:31",46,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",88
"2023-12-14 10:36:31",47,"5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix",83
"2023-12-14 10:36:31",48,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Halls",87
"2023-12-14 10:36:31",49,"2pnPe4pJtq7689i5ydzvJJ","Chuck Berry","Run Rudolph Run",87
"2023-12-14 10:36:31",50,"5ZJGv7aGdIr9IGpxzSG18T","Nicki Minaj,Lil Uzi Vert","Everybody (feat. Lil Uzi Vert)",80
"2023-12-15 10:36:29",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",97
"2023-12-15 10:36:29",2,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",99
"2023-12-15 10:36:29",3,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",93
"2023-12-15 10:36:29",4,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",97
"2023-12-15 10:36:29",5,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",88
"2023-12-15 10:36:29",6,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",79
"2023-12-15 10:36:29",7,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-15 10:36:29",8,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-15 10:36:29",9,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",94
"2023-12-15 10:36:29",10,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",93
"2023-12-15 10:36:29",11,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-15 10:36:29",12,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",91
"2023-12-15 10:36:29",13,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",86
"2023-12-15 10:36:29",14,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",95
"2023-12-15 10:36:29",15,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",85
"2023-12-15 10:36:29",16,"4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Merry Christmas To You)",90
"2023-12-15 10:36:29",17,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",87
"2023-12-15 10:36:29",18,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",83
"2023-12-15 10:36:29",19,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",82
"2023-12-15 10:36:29",20,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",85
"2023-12-15 10:36:29",21,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",89
"2023-12-15 10:36:29",22,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",91
"2023-12-15 10:36:29",23,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-15 10:36:29",24,"1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU",80
"2023-12-15 10:36:29",25,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-15 10:36:29",26,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",93
"2023-12-15 10:36:29",27,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",89
"2023-12-15 10:36:29",28,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-15 10:36:29",29,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-15 10:36:29",30,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",87
"2023-12-15 10:36:29",31,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-15 10:36:29",32,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",91
"2023-12-15 10:36:29",33,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-15 10:36:29",34,"4I4G0LD277PWvfblYtSf91","Nicki Minaj,Drake","Needle (feat. Drake)",83
"2023-12-15 10:36:29",35,"4E63weMCaNZuGPEFMnuEi8","Tate McRae","exes",78
"2023-12-15 10:36:29",36,"1foCxQtxBweJtZmdxhEHVO","Eartha Kitt,Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)",79
"2023-12-15 10:36:29",37,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",95
"2023-12-15 10:36:29",38,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-15 10:36:29",39,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-15 10:36:29",40,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-15 10:36:29",41,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",92
"2023-12-15 10:36:29",42,"4kKdvXD0ez7jp1296JmAts","Frank Sinatra,B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",90
"2023-12-15 10:36:29",43,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",84
"2023-12-15 10:36:29",44,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",88
"2023-12-15 10:36:29",45,"2pnPe4pJtq7689i5ydzvJJ","Chuck Berry","Run Rudolph Run",87
"2023-12-15 10:36:29",46,"5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix",84
"2023-12-15 10:36:29",47,"5ZJGv7aGdIr9IGpxzSG18T","Nicki Minaj,Lil Uzi Vert","Everybody (feat. Lil Uzi Vert)",80
"2023-12-15 10:36:29",48,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Halls",87
"2023-12-15 10:36:29",49,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",92
"2023-12-15 10:36:29",50,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",93
"2023-12-16 10:33:46",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",97
"2023-12-16 10:33:46",2,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",99
"2023-12-16 10:33:46",3,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",93
"2023-12-16 10:33:46",4,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",97
"2023-12-16 10:33:46",5,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",88
"2023-12-16 10:33:46",6,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",79
"2023-12-16 10:33:46",7,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",95
"2023-12-16 10:33:46",8,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",91
"2023-12-16 10:33:46",9,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-16 10:33:46",10,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",95
"2023-12-16 10:33:46",11,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-16 10:33:46",12,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",86
"2023-12-16 10:33:46",13,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",93
"2023-12-16 10:33:46",14,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-16 10:33:46",15,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",85
"2023-12-16 10:33:46",16,"5humEOJehpAwMJEJmb0JJ2","Nat King Cole","The Christmas Song (Merry Christmas To You)",66
"2023-12-16 10:33:46",17,"1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU",81
"2023-12-16 10:33:46",18,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",83
"2023-12-16 10:33:46",19,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",87
"2023-12-16 10:33:46",20,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",82
"2023-12-16 10:33:46",21,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",90
"2023-12-16 10:33:46",22,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",85
"2023-12-16 10:33:46",23,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",91
"2023-12-16 10:33:46",24,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-16 10:33:46",25,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",89
"2023-12-16 10:33:46",26,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-16 10:33:46",27,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-16 10:33:46",28,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",87
"2023-12-16 10:33:46",29,"5ZJGv7aGdIr9IGpxzSG18T","Nicki Minaj,Lil Uzi Vert","Everybody (feat. Lil Uzi Vert)",81
"2023-12-16 10:33:46",30,"1foCxQtxBweJtZmdxhEHVO","Eartha Kitt,Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)",79
"2023-12-16 10:33:46",31,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",93
"2023-12-16 10:33:46",32,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-16 10:33:46",33,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-16 10:33:46",34,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-16 10:33:46",35,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",91
"2023-12-16 10:33:46",36,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",88
"2023-12-16 10:33:46",37,"5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix",84
"2023-12-16 10:33:46",38,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",92
"2023-12-16 10:33:46",39,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-16 10:33:46",40,"2pnPe4pJtq7689i5ydzvJJ","Chuck Berry","Run Rudolph Run",88
"2023-12-16 10:33:46",41,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-16 10:33:46",42,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",84
"2023-12-16 10:33:46",43,"4kKdvXD0ez7jp1296JmAts","Frank Sinatra,B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",90
"2023-12-16 10:33:46",44,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",95
"2023-12-16 10:33:46",45,"4I4G0LD277PWvfblYtSf91","Nicki Minaj,Drake","Needle (feat. Drake)",84
"2023-12-16 10:33:46",46,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-16 10:33:46",47,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Hall",87
"2023-12-16 10:33:46",48,"4E63weMCaNZuGPEFMnuEi8","Tate McRae","exes",79
"2023-12-16 10:33:46",49,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",92
"2023-12-16 10:33:46",50,"04vLj9QUXoKdRlsp3gkURo","Bing Crosby,The Andrews Sisters","Mele Kalikimaka (Merry Christmas)",85
"2023-12-17 10:34:25",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",98
"2023-12-17 10:34:25",2,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",93
"2023-12-17 10:34:25",3,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",99
"2023-12-17 10:34:25",4,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",89
"2023-12-17 10:34:25",5,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",79
"2023-12-17 10:34:25",6,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",97
"2023-12-17 10:34:25",7,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",95
"2023-12-17 10:34:25",8,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",91
"2023-12-17 10:34:25",9,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",95
"2023-12-17 10:34:25",10,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",87
"2023-12-17 10:34:25",11,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",87
"2023-12-17 10:34:25",12,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",83
"2023-12-17 10:34:25",13,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",85
"2023-12-17 10:34:25",14,"5humEOJehpAwMJEJmb0JJ2","Nat King Cole","The Christmas Song (Merry Christmas To You)",67
"2023-12-17 10:34:25",15,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",90
"2023-12-17 10:34:25",16,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",83
"2023-12-17 10:34:25",17,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-17 10:34:25",18,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-17 10:34:25",19,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",90
"2023-12-17 10:34:25",20,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",93
"2023-12-17 10:34:25",21,"1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU",82
"2023-12-17 10:34:25",22,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",87
"2023-12-17 10:34:25",23,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-17 10:34:25",24,"1foCxQtxBweJtZmdxhEHVO","Eartha Kitt,Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)",79
"2023-12-17 10:34:25",25,"5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix",84
"2023-12-17 10:34:25",26,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-17 10:34:25",27,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",88
"2023-12-17 10:34:25",28,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",85
"2023-12-17 10:34:25",29,"2pnPe4pJtq7689i5ydzvJJ","Chuck Berry","Run Rudolph Run",88
"2023-12-17 10:34:25",30,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",84
"2023-12-17 10:34:25",31,"4kKdvXD0ez7jp1296JmAts","Frank Sinatra,B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",90
"2023-12-17 10:34:25",32,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Hall",88
"2023-12-17 10:34:25",33,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",92
"2023-12-17 10:34:25",34,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",92
"2023-12-17 10:34:25",35,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-17 10:34:25",36,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-17 10:34:25",37,"5ZJGv7aGdIr9IGpxzSG18T","Nicki Minaj,Lil Uzi Vert","Everybody (feat. Lil Uzi Vert)",82
"2023-12-17 10:34:25",38,"04vLj9QUXoKdRlsp3gkURo","Bing Crosby,The Andrews Sisters","Mele Kalikimaka (Merry Christmas)",85
"2023-12-17 10:34:25",39,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-17 10:34:25",40,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",93
"2023-12-17 10:34:25",41,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-17 10:34:25",42,"1SV1fxF65n9NhRHp3KlBuu","Paul McCartney","Wonderful Christmastime - Edited Version / Remastered 2011",90
"2023-12-17 10:34:25",43,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-17 10:34:25",44,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",91
"2023-12-17 10:34:25",45,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-17 10:34:25",46,"3QIoEi8Enr9uHffwInGIsC","Eagles","Please Come Home for Christmas - 2013 Remaster",87
"2023-12-17 10:34:25",47,"3bMfUUpzUzqWp9II00yRhE","Vince Guaraldi Trio","Christmas Time Is Here",83
"2023-12-17 10:34:25",48,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",95
"2023-12-17 10:34:25",49,"47otoIkhx3fkdivEXL5OB6","Burl Ives","Rudolph The Red-Nosed Reindeer",85
"2023-12-17 10:34:25",50,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
